filename,cleaned_sentence,unvowel_sentence
WikiNewsTruth.txt,"عُلَمَاءُ آثَارٍ إِسْرَائِيلِيُّونَ يَعْتَقِدُونَ بِاكْتِشَافِهِمْ قَصْرَ النَّبِيِّ دَاوُدَ
أَفَادَتْ مَجْمُوعَةٌ مِنْ عُلَمَاءِ الْآثَارِ الْإِسْرَائِيلِيِّينَ أَنَّهُمْ يَعْتَقِدُونَ بِعُثُورِهِمْ عَلَى مَوْقِعِ قَصْرِ النَّبِيِّ دَاوُدَ، ثَانِي مُلُوكِ مَمْلَكَةِ إِسْرَائِيلَ، عَلَى الرَّغْمِ مِنْ أَنَّ خُبَرَاءَ آخَرِينَ شَكَّكُوا فِي هَذَا الْأَمْرِ. ","علماء آثار إسرائيليون يعتقدون باكتشافهم قصر النبي داود
أفادت مجموعة من علماء الآثار الإسرائيليين أنهم يعتقدون بعثورهم على موقع قصر النبي داود، ثاني ملوك مملكة إسرائيل، على الرغم من أن خبراء آخرين شككوا في هذا الأمر. "
WikiNewsTruth.txt,وَأُشِيرَ إِلَى أَنَّهُ عُثِرَ فِي الْمَوْقِعِ عَلَى أَدَوَاتٍ قَدِيمَةٍ كَانَ الْيَهُودُ يَسْتَخْدِمُونَهَا فِي طُقُوسِهِمُ الدِّينِيَّةِ، كَمَا عَثَرُوا عَلَى مُقْتَنَيَاتٍ مَلَكِيَّةٍ يُحْتَمَلُ أَنْ تَعُودَ لِلنَّبِيِّ دَاوُدَ، وَعَلَى عِظَامِ حَيَوَانَاتٍ لَا تَشْتَمِلُ عَلَى عِظَامِ خَنَازِيرَ، إِذْ يُحَرَّمُ أَكْلُهَا فِي الْيَهُودِيَّةِ، الْأَمْرُ الَّذِي اعْتَبَرَهُ الْعُلَمَاءُ دَلِيلًا لَا يَقْبَلُ التَّأْوِيلَ مِنْ أَنَّ الْمَوْقِعَ يَرْجِعُ لِلْيَهُودِ الْقُدَمَاءِ،,وأشير إلى أنه عثر في الموقع على أدوات قديمة كان اليهود يستخدمونها في طقوسهم الدينية، كما عثروا على مقتنيات ملكية يحتمل أن تعود للنبي داود، وعلى عظام حيوانات لا تشتمل على عظام خنازير، إذ يحرم أكلها في اليهودية، الأمر الذي اعتبره العلماء دليلا لا يقبل التأويل من أن الموقع يرجع لليهود القدماء،
WikiNewsTruth.txt,"عَلَى أَنَّ آخَرِينَ أَشَارُوا إِلَى أَنَّ ذَلِكَ غَيْرُ دَقِيقٍ وَأَنَّ الْمَوْقِعَ يُحْتَمَلُ أَنْ يَتْبَعَ لِأَيِّ حَضَارَةٍ أُخْرَى قَامَتْ فِي مِنْطَقَةِ بَيْتِ الْمَقْدِسِ بِفِلَسْطِينَ.
","على أن آخرين أشاروا إلى أن ذلك غير دقيق وأن الموقع يحتمل أن يتبع لأي حضارة أخرى قامت في منطقة بيت المقدس بفلسطين.
"
WikiNewsTruth.txt,"وَمِنَ الْجَدِيرِ بِالذِّكْرِ أَنَّ عَمَلِيَّاتِ التَّنْقِيبِ بِالْمَوْقِعِ اسْتَمَرَّتْ سَبْعَ سَنَوَاتٍ، وَقَبْلَهَا كَانَ عَالِمُ الْآثَارِ الْإِسْرَائِيلِيُّ إِلْيَاتْ مَزَارْ قَدْ أَعْلَنَ فِي سَنَةِ 2005 م أَنَّهُ كَشَفَ مَوْقِعَ قَصْرِ الْمَلِكِ دَاوُدَ، وَأَشَارَ إِلَى أَنَّهُ يَعُودُ لِلْقَرْنِ الْعَاشِرِ قَبْلَ الْمِيلَادِ. وَيَسْتَنِدُ الْعُلَمَاءُ إِلَى هَذِهِ الْقَضِيَّةِ وَغَيْرِهَا مِنَ الْقَضَايَا الْمُشَابِهَةِ لِلتَّأَكُّدِ مِنْ صِحَّةِ الْقِصَصِ الْوَارِدَةِ فِي التَّوْرَاةِ.
","ومن الجدير بالذكر أن عمليات التنقيب بالموقع استمرت سبع سنوات، وقبلها كان عالم الآثار الإسرائيلي إليات مزار قد أعلن في سنة 2005 م أنه كشف موقع قصر الملك داود، وأشار إلى أنه يعود للقرن العاشر قبل الميلاد. ويستند العلماء إلى هذه القضية وغيرها من القضايا المشابهة للتأكد من صحة القصص الواردة في التوراة.
"
WikiNewsTruth.txt,وَكَانَ لِإِعْلَانِ خَبَرِ الْوَفَاةِ أَثَرٌ مُحْزِنٌ فِي نُفُوسِ الْخَلِيجِيِّينَ عُمُومًا وَالْكُوَيْتِيِّينَ خُصُوصًا، نَظَرًا لِأَنَّ السِّمِيطَ كَانَ قَدْ كَرَّسَ حَيَاتَهُ لِلدَّعْوَةِ إِلَى الْإِسْلَامِ فِي أَفْرِيقْيَا وَأَصَابَ فِي ذَلِكَ نَجَاحًا كَبِيرًا، إِذْ أَسْلَمَ عَلَى يَدَيْهِ مَلَايِينُ الْأَفَارِقَةِ.,وكان لإعلان خبر الوفاة أثر محزن في نفوس الخليجيين عموما والكويتيين خصوصا، نظرا لأن السميط كان قد كرس حياته للدعوة إلى الإسلام في أفريقيا وأصاب في ذلك نجاحا كبيرا، إذ أسلم على يديه ملايين الأفارقة.
WikiNewsTruth.txt,"مَقْتَلُ 28 شَخْصًا فِي بَنْغَلَادِيشَ خِلَالَ مُظَاهَرَاتٍ مُطَالِبَةٍ بِقَانُونٍ يُجَرِّمُ "" الْكُفْرَ ""
","مقتل 28 شخصا في بنغلاديش خلال مظاهرات مطالبة بقانون يجرم "" الكفر ""
"
WikiNewsTruth.txt,"وَقَطَعَ الْمُتَظَاهِرُونَ الطُّرُقَاتِ الْعَامَّةَ وَالسَّرِيعَةَ وَعَرْقَلُوا الْمُوَاصَلَاتِ بَيْنَ الْعَاصِمَةِ وَالْمُدُنِ الْأُخْرَى مُنْذُ عَصْرِ الْأَمْسِ وَهَاجَمُوا الشُّرْطَةَ بِالْعِصِيِّ وَالْحِجَارَةِ، وَأَسْفَرَتْ مُوَاجَهَاتُ الْأَمْسِ عَنْ عَشَرَةِ قَتْلَى.
وَمِنْ جَانِبِهَا، أَكَّدَتْ رَئِيسَةُ وُزَرَاءِ بَنْغَلَادِيشَ شَيْخَةُ حُسَيْنَةُ وَاجِدٍ أَنَّ الْقَوَانِينَ الْمَوْجُودَةَ فِيهَا مَا يَلْزَمُ لِمُعَالَجَةِ مَا أَثَارَهُ الْمُتَظَاهِرُونَ مِنْ مَطَالِبَ، وَشَدَّدَتْ عَلَى أَنَّ الْحُكُومَةَ "" لَنْ تَسْمَحَ بِأَيِّ فَوْضَى بِاسْمِ الْإِسْلَامِ، دِينِ السَّلَامِ "".
","وقطع المتظاهرون الطرقات العامة والسريعة وعرقلوا المواصلات بين العاصمة والمدن الأخرى منذ عصر الأمس وهاجموا الشرطة بالعصي والحجارة، وأسفرت مواجهات الأمس عن عشرة قتلى.
ومن جانبها، أكدت رئيسة وزراء بنغلاديش شيخة حسينة واجد أن القوانين الموجودة فيها ما يلزم لمعالجة ما أثاره المتظاهرون من مطالب، وشددت على أن الحكومة "" لن تسمح بأي فوضى باسم الإسلام، دين السلام "".
"
WikiNewsTruth.txt,"وَظَهَرَتْ فِي وَسَائِلِ الْإِعْلَامِ مَشَاهِدُ الشُّرْطَةِ وَهِيَ تُطْلِقُ الْغَازَ الْمُسِيلَ لِلدُّمُوعِ وَالرَّصَاصَ عَلَى الْمُتَظَاهِرِينَ، وَالْمُتَظَاهِرِينَ الَّذِينَ يَرْمُونَ عَنَاصِرَ الشُّرْطَةِ بِالْحِجَارَةِ وَيَضْرِبُونَ رِجَالَ الشُّرْطَةِ بِالْعِصِيِّ وَيُشْعِلُونَ النِّيرَانَ فِي الْمَتَاجِرِ وَالسَّيَّارَاتِ.
وَمِنَ الْمَطَالِبِ الرَّئِيسِيَّةِ لِلْمُتَظَاهِرِينَ فَرْضُ التَّعْلِيمِ الدِّينِيِّ الْإِلْزَامِيِّ وَالتَّوَقُّفُ عَنِ الْمُمَارَسَاتِ "" الْمُنَاهِضَةِ لِلْإِسْلَامِ "" مِثْلِ السِّيَاسَاتِ الَّتِي تَقْضِي بِالْمُسَاوَاةِ بَيْنَ الْجِنْسَيْنِ.
","وظهرت في وسائل الإعلام مشاهد الشرطة وهي تطلق الغاز المسيل للدموع والرصاص على المتظاهرين، والمتظاهرين الذين يرمون عناصر الشرطة بالحجارة ويضربون رجال الشرطة بالعصي ويشعلون النيران في المتاجر والسيارات.
ومن المطالب الرئيسية للمتظاهرين فرض التعليم الديني الإلزامي والتوقف عن الممارسات "" المناهضة للإسلام "" مثل السياسات التي تقضي بالمساواة بين الجنسين.
"
WikiNewsTruth.txt,"وَمَعَ انْتِشَارِ الْخَبَرِ أَثَارَ نِقَاشَاتٍ مُتَعَاظِمَةً فِي الْمُجْتَمَعِ الْمَغْرِبِيِّ بَيْنَهَا إِدَانَاتٌ وَاتِّهَامَاتٌ بِازْدِرَائِهِ لِلْإِسْلَامِ مِنْ جِهَةٍ، وَدَعَوَاتٌ إِلَى احْتِرَامِ حُرِّيَّةِ التَّعْبِيرِ مِنْ جِهَةٍ أُخْرَى.
","ومع انتشار الخبر أثار نقاشات متعاظمة في المجتمع المغربي بينها إدانات واتهامات بازدرائه للإسلام من جهة، ودعوات إلى احترام حرية التعبير من جهة أخرى.
"
WikiNewsTruth.txt,"تَحَدَّثَ أَحْمَدُ عَصِيدٍ فِي الْمُؤْتَمَرِ الْعَاشِرِ لِلْجَمْعِيَّةِ الْمَغْرِبِيَّةِ لِحُقُوقِ الْإِنْسَانِ مُنْذُ عَشَرَةِ أَيَّامٍ فِي 21 أَبْرِيلَ الْمَاضِيَ، وَقَالَ: "" الرِّسَالَةُ الَّتِي تُدَرَّسُ فِي مُقَرَّرَاتِنَا لِتَلَامِذَتِنَا وَهُمْ فِي السَّادِسَةَ عَشْرَةَ هِيَ فِي الْحَقِيقَةِ رِسَالَةٌ إِرْهَابِيَّةٌ لِأَنَّهَا تَرْتَبِطُ بِزَمَنٍ كَانَ فِيهِ الدِّينُ يُنْشَرُ بِالسَّيْفِ وَبِالْعُنْفِ. ","تحدث أحمد عصيد في المؤتمر العاشر للجمعية المغربية لحقوق الإنسان منذ عشرة أيام في 21 أبريل الماضي، وقال: "" الرسالة التي تدرس في مقرراتنا لتلامذتنا وهم في السادسة عشرة هي في الحقيقة رسالة إرهابية لأنها ترتبط بزمن كان فيه الدين ينشر بالسيف وبالعنف. "
WikiNewsTruth.txt,"هَذَا يَتَنَاقَضُ مَعَ مَبَادِئِي. مُنْذُ 36 سَنَةً، وَأَنَا أُنَاقِشُ وَلَمْ أَمَسَّ أَيَّ دِينٍ أَوْ أَيَّ نَبِيٍّ. هُنَاكَ أُنَاسٌ لَدَيْهِمِ احْتِقَانٌ إِزَاءَ فِكْرِي الَّذِي يَنْتَقِدُ اسْتِعْمَالَاتِ الدِّينِ فِي قَضَايَا السِّيَاسَةِ وَالْمُجْتَمَعِ، وَلَيْسَ الدِّينَ "".
","هذا يتناقض مع مبادئي. منذ 36 سنة، وأنا أناقش ولم أمس أي دين أو أي نبي. هناك أناس لديهم احتقان إزاء فكري الذي ينتقد استعمالات الدين في قضايا السياسة والمجتمع، وليس الدين "".
"
WikiNewsTruth.txt,"وَقَالَ شَيْخُ الْأَزْهَرِ أَحْمَدُ الطَّيِّبِ: إِنَّ عَبْدَ الْكَرِيمِ حَصَلَ عَلَى أَعْلَى نِسْبَةِ تَصْوِيتٍ مِنْ هَيْئَةِ كِبَارِ الْعُلَمَاءِ الَّتِي تَضُمُّ 24 عُضْوًا لِيُصْبِحَ مُرَشَّحَهَا لِمَنْصِبِ مُفْتِي الدِّيَارِ الْمِصْرِيَّةِ.
وَأَجْرَى الْإِمَامُ الْأَكْبَرُ الدُّكْتُورُ أَحْمَدُ الطَّيِّبِ شَيْخُ الْأَزْهَرِ، اتِّصَالًا هَاتِفِيًّا بِالدُّكْتُورِ شَوْقِي إِبْرَاهِيمَ عَبْدِ الْكَرِيمِ هَنَّأَهُ خِلَالَهُ بِالْمَنْصِبِ الْجَدِيدِ وَانْتِخَابِهِ مُفْتِيَ الدِّيَارِ الْمِصْرِيَّةِ رَقْمَ 19. ","وقال شيخ الأزهر أحمد الطيب: إن عبد الكريم حصل على أعلى نسبة تصويت من هيئة كبار العلماء التي تضم 24 عضوا ليصبح مرشحها لمنصب مفتي الديار المصرية.
وأجرى الإمام الأكبر الدكتور أحمد الطيب شيخ الأزهر، اتصالا هاتفيا بالدكتور شوقي إبراهيم عبد الكريم هنأه خلاله بالمنصب الجديد وانتخابه مفتي الديار المصرية رقم 19. "
WikiNewsTruth.txt,كَمَا هَنَّأَ الدُّكْتُورُ عَلِي جُمْعَةَ، مُفْتِي الْجُمْهُورِيَّةِ، الْمُفْتِيَ الْجَدِيدَ مُتَمَنِّيًا لَهُ التَّوْفِيقَ وَخِدْمَةَ الْإِسْلَامِ وَالْمُسْلِمِينَ. وَيَنْبَغِي أَنْ يُقِرَّ الرَّئِيسُ مُحَمَّدُ مُرْسِي تَعْيِينَ الْمُفْتِي الْمُنْتَخَبِ الَّذِي سَيَحُلُّ مَحَلَّ الْمُفْتِي الْحَالِيِّ عَلِي جُمْعَةَ. وَيُنْتَظَرُ أَنْ يُبَاشِرَ الْمُفْتِي الْجَدِيدُ عَمَلَهُ فِي مَارِسَ / آذَارَ الْمُقْبِلِ بَعْدَ صُدُورِ قَرَارٍ جُمْهُورِيٍّ بِتَعْيِينِهِ.,كما هنأ الدكتور علي جمعة، مفتي الجمهورية، المفتي الجديد متمنيا له التوفيق وخدمة الإسلام والمسلمين. وينبغي أن يقر الرئيس محمد مرسي تعيين المفتي المنتخب الذي سيحل محل المفتي الحالي علي جمعة. وينتظر أن يباشر المفتي الجديد عمله في مارس / آذار المقبل بعد صدور قرار جمهوري بتعيينه.
