filename,cleaned_sentence,unvowel_sentence
Our-Benchmark.csv,فَقَرَّرْتُ أَنْ أَجِدَ حَلًّا سَرِيعًا لِكَيْ أُحَافِظَ عَلَى عَقْلِي وَأُسْرَتِي. كَانَ الْحَلُّ قَرِيبًا مِنْ شَقَّتِي، وَبَيْنَ يَدَيَّ مُنْذُ الْبِدَايَةِ، وَانْدَهَشْتُ مِنْ قُدْرَةِ عُقُولِنَا عَلَى عَدَمِ رُؤْيَةِ الْحُلُولِ عِنْدَمَا نَغْرَقُ فِي الِاكْتِئَابِ أَوْ نَهْتَمُّ بِآرَاءِ الْآخَرِينَ حَوْلَ قَرَارَاتِنَا. وَخِلَالَ فَتْرَةِ الْحَظْرِ الَّتِي قَيَّدَتْ حَرَكَتَنَا بَدَأْتُ فِي تَرْتِيبِ مَكْتَبَتِي وَإِعَادَةِ الْكُتُبِ إِلَى الصَّنَادِيقِ مُجَدَّدًا، ,فقررت أن أجد حلا سريعا لكي أحافظ على عقلي وأسرتي. كان الحل قريبا من شقتي، وبين يدي منذ البداية، واندهشت من قدرة عقولنا على عدم رؤية الحلول عندما نغرق في الاكتئاب أو نهتم بآراء الآخرين حول قراراتنا. وخلال فترة الحظر التي قيدت حركتنا بدأت في ترتيب مكتبتي وإعادة الكتب إلى الصناديق مجددا، 
Our-Benchmark.csv,وَمَعَ أُولَى بَوَادِرِ انْتِهَاءِ الْحَظْرِ، أَعَدْتُ الْمَكْتَبَةَ بِكُتُبِهَا الْقَدِيمَةِ وَالْجَدِيدَةِ إِلَى مَكَانِهَا الْأَوَّلِ فِي شَقَّتِي، شَقَّةِ الْعُزُوبِيَّةِ. وَلَمْ يَكُنِ النَّقْلُ سَهْلًا هَذِهِ الْمَرَّةَ، بَلْ تَطَلَّبَ جَهْدًا كَبِيرًا، خَاصَّةً وَأَنَّ الشَّقَّةَ تَقَعُ فِي الطَّابِقِ الْأَخِيرِ فِي مَبْنًى مِنْ دُونِ مِصْعَدٍ، رَفَضَ زَوْجِي هَذَا الْقَرَارَ، فَقَدْ خَشِيَ أَنْ تَأْخُذَنِي الْمَكْتَبَةُ وَالتَّنَقُّلُ بَيْنَ الشَّقَّتَيْنِ مِنْ بَيْتِي وَأَوْلَادِي وَمِنْهُ، ,ومع أولى بوادر انتهاء الحظر، أعدت المكتبة بكتبها القديمة والجديدة إلى مكانها الأول في شقتي، شقة العزوبية. ولم يكن النقل سهلا هذه المرة، بل تطلب جهدا كبيرا، خاصة وأن الشقة تقع في الطابق الأخير في مبنى من دون مصعد، رفض زوجي هذا القرار، فقد خشي أن تأخذني المكتبة والتنقل بين الشقتين من بيتي وأولادي ومنه، 
Our-Benchmark.csv,وَمِنْ ثَمَّ رَفَضَ مُسَاعَدَتِي مُتَنَاسِيًا حَمَاسَةَ الْبِدَايَاتِ، وَآمِلًا أَنْ أُغَيِّرَ رَأْيِي، وَطَلَبَ مِنِّي مَازِحًا اسْتِئْجَارَ مَنْ يَقُومُ بِالْمُهِمَّةِ، وَلَكِنِّي رَفَضْتُ ذَلِكَ تَمَامًا، لِأَنَّنِي لَا أَرْغَبُ أَنْ أَضَعَ كُتُبِي بَيْنَ أَيَادٍ لَا تُدْرِكُ قِيمَتَهَا الْمَعْنَوِيَّةَ وَالْمَادِّيَّةَ. وَهَكَذَا، بَدَأْتُ فِي النَّقْلِ مُعْتَمِدَةً عَلَى نَفْسِي بِبُطْءٍ وَعَلَى مَرَاحِلَ، أَنْزِلُ الْأَدْرَاجَ الْبَسِيطَةَ مِنْ شَقَّةِ الزَّوْجِيَّةِ، ,ومن ثم رفض مساعدتي متناسيا حماسة البدايات، وآملا أن أغير رأيي، وطلب مني مازحا استئجار من يقوم بالمهمة، ولكني رفضت ذلك تماما، لأنني لا أرغب أن أضع كتبي بين أياد لا تدرك قيمتها المعنوية والمادية. وهكذا، بدأت في النقل معتمدة على نفسي ببطء وعلى مراحل، أنزل الأدراج البسيطة من شقة الزوجية، 
Our-Benchmark.csv,وَأَصْعَدُهَا بِصُعُوبَةٍ فِي مَبْنًى آخَرَ حَامِلَةً ثِقَلَ كُتُبِي وَقَرَارِي وَوَزْنِي الزَّائِدِ إِلَى الطَّابِقِ الْخَامِسِ، حَيْثُ الشَّقَّةُ الَّتِي بَدَأْتُ فِيهَا كُلَّ قِصَصِي مَعَ الْكُتُبِ. وَمَعَ مُرُورِ الْأَيَّامِ وَالشُّهُورِ، أَصْبَحَ الِانْتِقَالُ نَشَاطًا رِيَاضِيًّا مُتْعِبًا وَلَكِنَّهُ مُمْتِعٌ فِي نَفْسِ الْوَقْتِ. وَدُونَ أَنْ أُلَاحِظَ، بَدَأَ وَزْنِي يَنْقُصُ تَدْرِيجِيًّا، وَأَدْرَكْتُ أَنَّ الِانْتِقَالَ، وَمَا يَتْبَعُهُ مِنَ الْبَقَاءِ لِسَاعَاتٍ فِي الشَّقَّةِ لِإِصْلَاحِ مَا هَدَمَهُ الْفَرَاغُ وَالْهَجْرُ، ,وأصعدها بصعوبة في مبنى آخر حاملة ثقل كتبي وقراري ووزني الزائد إلى الطابق الخامس، حيث الشقة التي بدأت فيها كل قصصي مع الكتب. ومع مرور الأيام والشهور، أصبح الانتقال نشاطا رياضيا متعبا ولكنه ممتع في نفس الوقت. ودون أن ألاحظ، بدأ وزني ينقص تدريجيا، وأدركت أن الانتقال، وما يتبعه من البقاء لساعات في الشقة لإصلاح ما هدمه الفراغ والهجر، 
Our-Benchmark.csv,دَفَعَنِي إِلَى اتِّبَاعِ نِظَامٍ غِذَائِيٍّ غَيْرِ مَقْصُودٍ فَرَضَتْهُ الضَّرُورَةُ، وَبَدَأَ الْمُحِيطُونَ بِي يُلَاحِظُونَ هَذِهِ التَّغَيُّرَاتِ الَّتِي طَرَأَتْ عَلَى جَسَدِي، وَمِنْ ثَمَّ انْتَبَهْتُ أَنَّ التَّجْرِبَةَ مَنَحَتْنِي الْفُرْصَةَ لِإِصْلَاحِ مَا أَفْسَدَتْهُ كُلُّ السِّنِينَ الْمَاضِيَةِ، وَبِسَلَاسَةٍ قَدْ تَرْفُضُهَا عُقُولُنَا مَتَى قَرَّرْنَا التَّغْيِيرَ، فَالْأَمْرُ كَانَ أَشْبَهَ بِمَا أَكَّدَهُ كَارْلْ يُونْقْ: «,دفعني إلى اتباع نظام غذائي غير مقصود فرضته الضرورة، وبدأ المحيطون بي يلاحظون هذه التغيرات التي طرأت على جسدي، ومن ثم انتبهت أن التجربة منحتني الفرصة لإصلاح ما أفسدته كل السنين الماضية، وبسلاسة قد ترفضها عقولنا متى قررنا التغيير، فالأمر كان أشبه بما أكده كارل يونق: «
Our-Benchmark.csv,مَا نُقَاوِمُهُ يَسْتَمِرُّ وَبِشِدَّةٍ» ، فَفِي اللَّحْظَةِ الَّتِي تَوَقَّفْتُ فِيهَا عَنْ مُحَاوَلَاتِ إِنْقَاصِ وَزْنِي وَمُحَارَبَةِ الِاكْتِئَابِ، أَتَتْ مُحَاوَلَةُ إِنْقَاذِي لِلْمَكْتَبَةِ مِنَ الِاخْتِنَاقِ سَبِيلًا لِإِصْلَاحِ كُلِّ شَيْءٍ. وَبَعْدَ أَنْ أَنْهَيْتُ مَهَامَّ النَّقْلِ وَالتَّنْظِيمِ قَرَّرْتُ أَنَّ التَّغْيِيرَ عَلَيْهِ أَنْ يَشْمَلَ الْأُسْرَةَ كَذَلِكَ، وَبَعْدَ أَخْذٍ وَرَدٍّ، ,ما نقاومه يستمر وبشدة» ، ففي اللحظة التي توقفت فيها عن محاولات إنقاص وزني ومحاربة الاكتئاب، أتت محاولة إنقاذي للمكتبة من الاختناق سبيلا لإصلاح كل شيء. وبعد أن أنهيت مهام النقل والتنظيم قررت أن التغيير عليه أن يشمل الأسرة كذلك، وبعد أخذ ورد، 
Our-Benchmark.csv,أَقْنَعْتُ زَوْجِي بِالْفِكْرَةِ لِمَا رَأَيْتُهُ مِنْ مَزَايَا يَتَوَفَّرُ عَلَيْهَا الْمَكَانُ الْقَدِيمُ أَكْثَرَ مِمَّا تَتَوَفَّرُ عَلَيْهِ الشَّقَّةُ الْفَارِهَةُ وَسَطَ الْمَدِينَةِ، وَفِي هَذَا الْمَكَانِ يُمْكِنُ لِكُلِّ فَرْدٍ أَنْ يَجِدَ مِسَاحَتَهُ الْخَاصَّةَ لِمُمَارَسَةِ هِوَايَاتِهِ بِالطَّرِيقَةِ الَّتِي يُفَضِّلُهَا دُونَ أَنْ يَمَسَّ عَالَمَ الْآخَرِينَ، لَمْ أَتَخَلَّصْ مِنْ ثِقَلِ وَزْنِي فَقَطْ، بَلْ تَخَلَّصْتُ أَيْضًا مِنْ ثِقَلِ الْأَفْكَارِ وَالْأَحْكَامِ الْمُسْبَقَةِ الَّتِي يَفْرِضُهَا الْمُجْتَمَعُ عَلَى الْمُتَزَوِّجِينَ، ,أقنعت زوجي بالفكرة لما رأيته من مزايا يتوفر عليها المكان القديم أكثر مما تتوفر عليه الشقة الفارهة وسط المدينة، وفي هذا المكان يمكن لكل فرد أن يجد مساحته الخاصة لممارسة هواياته بالطريقة التي يفضلها دون أن يمس عالم الآخرين، لم أتخلص من ثقل وزني فقط، بل تخلصت أيضا من ثقل الأفكار والأحكام المسبقة التي يفرضها المجتمع على المتزوجين، 
Our-Benchmark.csv,وَلَمْ نَعُدْ نَهْتَمُّ بِمَنْ يَمْلِكُ الْمَكَانَ، مَا كَانَ يَهُمُّ حَقًّا أَنَّنَا اسْتَطَعْنَا أَخِيرًا تَجَاوُزَ مُشْكِلَاتِ الْمِسَاحَةِ. وَمَا زِلْتُ أَعِيشُ فِي هَذِهِ الشَّقَّةِ الْعَجُوزِ الَّتِي تَرَاكَمَتْ فِيهَا الذِّكْرَيَاتُ وَأَخَذَتْ فِيهَا الْكُتُبُ مَكَانَهَا الْمُسْتَحَقَّ، مَكَانٌ تَحْضُنُهُ الشَّمْسُ مِنْ كُلِّ الزَّوَايَا، وَتُزَاحِمُ الْأَدَوَاتُ الرِّيَاضِيَّةُ الْكُتُبَ عَلَى الرُّفُوفِ، وَبِذَلِكَ، حَقَّقَتْ مَكْتَبَتِي الْحِكْمَةَ الْبَرِيئَةَ الَّتِي تَقُولُ: «الْعَقْلُ السَّلِيمُ فِي الْجِسْمِ السَّلِيمِ» ، ,ولم نعد نهتم بمن يملك المكان، ما كان يهم حقا أننا استطعنا أخيرا تجاوز مشكلات المساحة. وما زلت أعيش في هذه الشقة العجوز التي تراكمت فيها الذكريات وأخذت فيها الكتب مكانها المستحق، مكان تحضنه الشمس من كل الزوايا، وتزاحم الأدوات الرياضية الكتب على الرفوف، وبذلك، حققت مكتبتي الحكمة البريئة التي تقول: «العقل السليم في الجسم السليم» ، 
Our-Benchmark.csv,وَيُمْكِنُ أَنْ أُضِيفَ وَ «فِي الْمَكَانِ السَّلِيمِ» وَ «مَعَ الشَّخْصِ السَّلِيمِ» كَذَلِكَ.,ويمكن أن أضيف و «في المكان السليم» و «مع الشخص السليم» كذلك.
Our-Benchmark.csv,"تُخَطِّطُ لِتَسْتَضِيفَ أَفْرَادًا مِنْ عَائِلَتِكَ أَوْ مَجْمُوعَةً مِنْ أَصْدِقَائِكَ عَلَى أُمْسِيَةٍ بَيْتُوتِيَةٍ، وَتُحِبُّ أَنْ تُقَدِّمْ طَبَقًا يُبْهِرُهُمْ، وَشِبْهُ مُسْتَحِيلٍ مَا تَتَّفِقُوا جَمِيعًا عَلَى طَعْمِهِ اللَّذِيذِ؟ عِنْدَكَ طَبَقُ السَّمَكِ وَالْبَطَاطِسِ الْمَقْلِيَّةِ مَعَ صَلْصَةِ التَّارْتَارِ الْمَنْزِلِيَّةِ، مُقَرْمَشَةٌ مِنَ الْخَارِجِ وَطَرِيَّةٌ مِنَ الدَّاخِلِ.
وَلِأَنَّهُ لَا تَتَوَفَّرُ مَطَاعِمُ كَثِيرَةٌ تُقَدِّمُهَا عَلَى الطَّرِيقَةِ الْبِرِيطَانِيَّةِ الْأَصْلِيَّةِ، عِنْدَكَ أَفْضَلِيَّةُ إِدْهَاشِ ضُيُوفِكَ بِوَصْفَتِنَا!
","تخطط لتستضيف أفرادا من عائلتك أو مجموعة من أصدقائك على أمسية بيتوتية، وتحب أن تقدم طبقا يبهرهم، وشبه مستحيل ما تتفقوا جميعا على طعمه اللذيذ؟ عندك طبق السمك والبطاطس المقلية مع صلصة التارتار المنزلية، مقرمشة من الخارج وطرية من الداخل.
ولأنه لا تتوفر مطاعم كثيرة تقدمها على الطريقة البريطانية الأصلية، عندك أفضلية إدهاش ضيوفك بوصفتنا!
"
Our-Benchmark.csv,"الْمَكَوِّنَاتُ تَكْفِي شَخْصَيْنِ, يَسْتَغْرِقُ تَحْضِيرُهَا 25 - 30 دَقِيقَةً, السُّعُرَاتُ الْحَرَارِيَّةُ التَّقْرِيبِيَّةُ لِكُلِّ شَخْصٍ: 750 سُعْرَةً حَرَارِيَّةً
شَرِيحَتَانِ مِنَ السَّمَكِ الْأَبْيَضِ (مِثْلَ الْقَدِّ أَوِ الْهَالِيبُوتِ) .
كُوبَانِ مِنَ الدَّقِيقِ الْمُتَعَدِّدِ الِاسْتِخْدَامَاتِ.
مِلْعَقَةٌ صَغِيرَةٌ مِنَ الْبِيكِينْق بَاوْدِرِ.
مِلْعَقَةٌ صَغِيرَةٌ مِنَ الْمِلْحِ.
مِلْعَقَةٌ صَغِيرَةٌ مِنْ بُودَرَةِ الثُّومِ.
كُوبٌ مِنَ الْمَاءِ الْبَارِدِ (يُمْكِنُ اسْتِخْدَامُ الْمَاءِ الْغَازِيِّ لِمَزِيدٍ مِنَ الْقَرْمَشَةِ) .
","المكونات تكفي شخصين, يستغرق تحضيرها 25 - 30 دقيقة, السعرات الحرارية التقريبية لكل شخص: 750 سعرة حرارية
شريحتان من السمك الأبيض (مثل القد أو الهاليبوت) .
كوبان من الدقيق المتعدد الاستخدامات.
ملعقة صغيرة من البيكينق باودر.
ملعقة صغيرة من الملح.
ملعقة صغيرة من بودرة الثوم.
كوب من الماء البارد (يمكن استخدام الماء الغازي لمزيد من القرمشة) .
"
